sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;SteeringWhlAngle
1584853117;327216;1584853117;327239;1584853117;325653;0.009765625
1584853117;425469;1584853117;425490;1584853117;425312;0.009765625
1584853117;525752;1584853117;525772;1584853117;525669;0.009765625
1584853117;626172;1584853117;626209;1584853117;625654;0.009765625
1584853117;726081;1584853117;726152;1584853117;725334;0.009765625
1584853117;825768;1584853117;825789;1584853117;825725;0.009765625
1584853117;926256;1584853117;926320;1584853117;925657;0.009765625
1584853118;26630;1584853118;26656;1584853118;25297;0.009765625
1584853118;129568;1584853118;129606;1584853118;125697;0.009765625
1584853118;226942;1584853118;226966;1584853118;225678;0.009765625
1584853118;326900;1584853118;326932;1584853118;325324;0.009765625
1584853118;426115;1584853118;426224;1584853118;425686;0.009765625
1584853118;527941;1584853118;527979;1584853118;525659;0.009765625
1584853118;625640;1584853118;625663;1584853118;625301;0.009765625
1584853118;726786;1584853118;726813;1584853118;725690;0.009765625
1584853118;825816;1584853118;825838;1584853118;825671;0.009765625
1584853118;939866;1584853118;939890;1584853118;925370;0.009765625
1584853119;25824;1584853119;25845;1584853119;25721;0.009765625
1584853119;125815;1584853119;125840;1584853119;125675;0.009765625
1584853119;225467;1584853119;225495;1584853119;225339;0.009765625
1584853119;328284;1584853119;328375;1584853119;325728;0.009765625
1584853119;427163;1584853119;427189;1584853119;425677;0.009765625
1584853119;527081;1584853119;527147;1584853119;525328;0.009765625
1584853119;627004;1584853119;627031;1584853119;625689;0.009765625
1584853119;728188;1584853119;728226;1584853119;725660;0.009765625
1584853119;827484;1584853119;827528;1584853119;825332;0.009765625
1584853119;926726;1584853119;926749;1584853119;925715;0.009765625
1584853120;26730;1584853120;26755;1584853120;25678;0.009765625
1584853120;127563;1584853120;127585;1584853120;125338;0.009765625
1584853120;228459;1584853120;228482;1584853120;225751;0.009765625
1584853120;326478;1584853120;326502;1584853120;325683;0.009765625
1584853120;427583;1584853120;427618;1584853120;425363;0.009765625
1584853120;531007;1584853120;531031;1584853120;525710;0.009765625
1584853120;628023;1584853120;628156;1584853120;625684;0.009765625
1584853120;726389;1584853120;726419;1584853120;725352;0.009765625
1584853120;826778;1584853120;826801;1584853120;825736;0.009765625
1584853120;936481;1584853120;936505;1584853120;925686;0.009765625
1584853121;28589;1584853121;28628;1584853121;25340;0.009765625
1584853121;128367;1584853121;128391;1584853121;125732;0.009765625
1584853121;226747;1584853121;226770;1584853121;225683;0.009765625
1584853121;326485;1584853121;326508;1584853121;325394;0.009765625
1584853121;427485;1584853121;427508;1584853121;425760;0.009765625
1584853121;527976;1584853121;528002;1584853121;525694;0.009765625
1584853121;627669;1584853121;627693;1584853121;625381;0.009765625
1584853121;726812;1584853121;726835;1584853121;725753;0.009765625
1584853121;829353;1584853121;829394;1584853121;825701;0.009765625
1584853121;932692;1584853121;932715;1584853121;925376;0.009765625
1584853122;27224;1584853122;27261;1584853122;25749;0.009765625
1584853122;127198;1584853122;127220;1584853122;125694;0.009765625
1584853122;229168;1584853122;229206;1584853122;225341;0.009765625
1584853122;332657;1584853122;332680;1584853122;325757;0.009765625
1584853122;426993;1584853122;427016;1584853122;425709;0.009765625
1584853122;527661;1584853122;527684;1584853122;525363;0.009765625
1584853122;631574;1584853122;631615;1584853122;625743;0.009765625
1584853122;729683;1584853122;729723;1584853122;725697;0.009765625
1584853122;826475;1584853122;826497;1584853122;825364;0.009765625
1584853122;927066;1584853122;927089;1584853122;925749;0.009765625
1584853123;30299;1584853123;30321;1584853123;25702;0.009765625
1584853123;128909;1584853123;128946;1584853123;125353;0.009765625
1584853123;227459;1584853123;227482;1584853123;225724;0.009765625
1584853123;327071;1584853123;327094;1584853123;325718;0.009765625
1584853123;429286;1584853123;429310;1584853123;425359;0.009765625
1584853123;530392;1584853123;530414;1584853123;525742;0.009765625
1584853123;629327;1584853123;629350;1584853123;625709;0.009765625
1584853123;727299;1584853123;727327;1584853123;725422;0.009765625
1584853123;830206;1584853123;830880;1584853123;825781;0.009765625
1584853123;930018;1584853123;930041;1584853123;925714;0.009765625
1584853124;26450;1584853124;26472;1584853124;25397;0.009765625
1584853124;126752;1584853124;126784;1584853124;125749;0.009765625
1584853124;226458;1584853124;226480;1584853124;225712;0.009765625
1584853124;327636;1584853124;327663;1584853124;325382;0.009765625
1584853124;426545;1584853124;426569;1584853124;425758;0.009765625
1584853124;526043;1584853124;526065;1584853124;525722;0.009765625
1584853124;627529;1584853124;627551;1584853124;625362;0.009765625
1584853124;727579;1584853124;727712;1584853124;725762;0.009765625
1584853124;826042;1584853124;826064;1584853124;825728;0.009765625
1584853124;926368;1584853124;926400;1584853124;925423;0.009765625
1584853125;26884;1584853125;26907;1584853125;25794;0.009765625
1584853125;128524;1584853125;128547;1584853125;125724;0.009765625
1584853125;226411;1584853125;226438;1584853125;225382;0.009765625
1584853125;326085;1584853125;326106;1584853125;325814;0.009765625
1584853125;425898;1584853125;425922;1584853125;425736;0.009765625
1584853125;528023;1584853125;528061;1584853125;525388;0.009765625
1584853125;626037;1584853125;626057;1584853125;625747;0.009765625
1584853125;726033;1584853125;726054;1584853125;725724;0.009765625
1584853125;825735;1584853125;825766;1584853125;825388;0.009765625
1584853125;927729;1584853125;927767;1584853125;925763;0.009765625
1584853126;27668;1584853126;27714;1584853126;25733;0.009765625
1584853126;127981;1584853126;128020;1584853126;125430;0.009765625
1584853126;226380;1584853126;226404;1584853126;225796;0.009765625
1584853126;328197;1584853126;328221;1584853126;325740;0.009765625
1584853126;428154;1584853126;428190;1584853126;425389;0.009765625
1584853126;527290;1584853126;527312;1584853126;525781;0.009765625
1584853126;631809;1584853126;631832;1584853126;625741;0.009765625
1584853126;726751;1584853126;726770;1584853126;725402;0.009765625
1584853126;826925;1584853126;826944;1584853126;825820;0.009765625
1584853126;926863;1584853126;926886;1584853126;925750;0.009765625
1584853127;27109;1584853127;27131;1584853127;25395;0.009765625
1584853127;127172;1584853127;127257;1584853127;125789;-0.00390625
1584853127;226953;1584853127;226975;1584853127;225720;-0.029296875
1584853127;325742;1584853127;325769;1584853127;325403;-0.0654296875
1584853127;428118;1584853127;428194;1584853127;425818;-0.1083984375
1584853127;526316;1584853127;526355;1584853127;525722;-0.12890625
1584853127;626141;1584853127;626186;1584853127;625369;-0.107421875
1584853127;725970;1584853127;725994;1584853127;725814;-0.10546875
1584853127;827490;1584853127;827509;1584853127;825750;-0.10546875
1584853127;926161;1584853127;926180;1584853127;925400;-0.1025390625
1584853128;26211;1584853128;26310;1584853128;25786;-0.091796875
1584853128;125824;1584853128;125862;1584853128;125758;-0.0859375
1584853128;225932;1584853128;225961;1584853128;225387;-0.0859375
1584853128;325700;1584853128;325720;1584853128;325618;-0.0859375
1584853128;426285;1584853128;426323;1584853128;425742;-0.091796875
1584853128;525711;1584853128;525746;1584853128;525422;-0.109375
1584853128;626490;1584853128;626515;1584853128;625617;-0.1337890625
1584853128;725801;1584853128;725822;1584853128;725735;-0.1513671875
1584853128;826219;1584853128;826280;1584853128;825415;-0.1572265625
1584853128;927607;1584853128;927647;1584853128;925846;-0.1572265625
1584853129;26164;1584853129;26184;1584853129;25750;-0.1591796875
1584853129;125501;1584853129;125524;1584853129;125410;-0.1591796875
1584853129;227210;1584853129;227302;1584853129;225839;-0.162109375
1584853129;327313;1584853129;327335;1584853129;325750;-0.1796875
1584853129;425966;1584853129;425989;1584853129;425407;-0.2109375
1584853129;527361;1584853129;527407;1584853129;525614;-0.234375
1584853129;628551;1584853129;628607;1584853129;625762;-0.236328125
1584853129;730080;1584853129;730105;1584853129;725420;-0.234375
1584853129;827939;1584853129;827965;1584853129;825666;-0.19140625
1584853129;928764;1584853129;928786;1584853129;925761;-0.1298828125
1584853130;32538;1584853130;32561;1584853130;25396;-0.107421875
1584853130;137374;1584853130;137397;1584853130;125854;-0.1025390625
1584853130;228048;1584853130;228070;1584853130;225751;-0.0986328125
1584853130;327814;1584853130;327840;1584853130;325446;-0.0947265625
1584853130;430280;1584853130;430303;1584853130;425858;-0.0849609375
1584853130;531521;1584853130;531581;1584853130;525765;-0.072265625
1584853130;627318;1584853130;627341;1584853130;625412;-0.056640625
1584853130;729767;1584853130;729803;1584853130;725852;-0.0498046875
1584853130;827815;1584853130;827837;1584853130;825774;-0.0498046875
1584853130;930775;1584853130;930817;1584853130;925463;-0.0478515625
1584853131;31911;1584853131;31934;1584853131;25634;-0.0458984375
1584853131;136153;1584853131;136178;1584853131;125776;-0.0458984375
1584853131;227786;1584853131;227808;1584853131;225422;-0.0458984375
1584853131;333500;1584853131;333543;1584853131;325875;-0.05078125
1584853131;432157;1584853131;432180;1584853131;425778;-0.0576171875
1584853131;528767;1584853131;528790;1584853131;525419;-0.0576171875
1584853131;630703;1584853131;630726;1584853131;625852;-0.0576171875
1584853131;729877;1584853131;729899;1584853131;725774;-0.056640625
1584853131;829141;1584853131;829179;1584853131;825438;-0.0458984375
1584853131;928690;1584853131;928771;1584853131;925640;-0.0322265625
1584853132;27096;1584853132;27119;1584853132;25783;-0.0283203125
1584853132;125799;1584853132;125821;1584853132;125432;-0.025390625
1584853132;233742;1584853132;233764;1584853132;225667;-0.0224609375
1584853132;334011;1584853132;334049;1584853132;325789;-0.0224609375
1584853132;433309;1584853132;433351;1584853132;425448;-0.0224609375
1584853132;530281;1584853132;530303;1584853132;525885;-0.0224609375
1584853132;629700;1584853132;629723;1584853132;625776;-0.021484375
1584853132;729861;1584853132;729899;1584853132;725448;-0.01953125
1584853132;828628;1584853132;828651;1584853132;825664;-0.01953125
1584853132;928506;1584853132;928530;1584853132;925795;-0.01953125
1584853133;25837;1584853133;25859;1584853133;25423;-0.01953125
1584853133;135973;1584853133;136034;1584853133;125882;-0.01953125
1584853133;234037;1584853133;234076;1584853133;225791;-0.01953125
1584853133;327031;1584853133;327060;1584853133;325483;-0.025390625
1584853133;430508;1584853133;430531;1584853133;425677;-0.029296875
1584853133;534773;1584853133;534795;1584853133;525788;-0.0283203125
1584853133;630268;1584853133;630291;1584853133;625456;-0.0283203125
1584853133;729438;1584853133;729520;1584853133;725671;-0.029296875
1584853133;826448;1584853133;826527;1584853133;825797;-0.0283203125
1584853133;931255;1584853133;931278;1584853133;925467;-0.029296875
1584853134;31524;1584853134;31628;1584853134;25864;-0.0244140625
1584853134;125894;1584853134;125917;1584853134;125817;-0.0185546875
1584853134;225796;1584853134;225826;1584853134;225427;-0.0166015625
1584853134;328946;1584853134;328969;1584853134;325680;-0.0146484375
1584853134;428362;1584853134;428385;1584853134;425817;-0.013671875
1584853134;527674;1584853134;527720;1584853134;525463;-0.0078125
1584853134;627399;1584853134;627421;1584853134;625679;0.0009765625
1584853134;726123;1584853134;726145;1584853134;725812;0.0087890625
1584853134;826043;1584853134;826065;1584853134;825443;0.0126953125
1584853134;930345;1584853134;930405;1584853134;925921;0.0146484375
1584853135;27184;1584853135;27264;1584853135;25798;0.0244140625
1584853135;126821;1584853135;126845;1584853135;125457;0.0380859375
1584853135;226260;1584853135;226282;1584853135;225873;0.0458984375
1584853135;330657;1584853135;330714;1584853135;325809;0.05078125
1584853135;428262;1584853135;428303;1584853135;425459;0.0517578125
1584853135;533149;1584853135;533171;1584853135;525881;0.0517578125
1584853135;627523;1584853135;627546;1584853135;625806;0.0517578125
1584853135;732267;1584853135;732295;1584853135;725508;0.0517578125
1584853135;830293;1584853135;830316;1584853135;825701;0.0517578125
1584853135;926195;1584853135;926217;1584853135;925833;0.0517578125
1584853136;26776;1584853136;26798;1584853136;25460;0.048828125
1584853136;128706;1584853136;128785;1584853136;125888;0.044921875
1584853136;230484;1584853136;230523;1584853136;225808;0.0419921875
1584853136;331845;1584853136;331867;1584853136;325483;0.0390625
1584853136;437009;1584853136;437032;1584853136;425884;0.0361328125
1584853136;526100;1584853136;526122;1584853136;525815;0.03515625
1584853136;627555;1584853136;627595;1584853136;625461;0.0341796875
1584853136;730835;1584853136;730874;1584853136;725900;0.033203125
1584853136;827414;1584853136;827437;1584853136;825824;0.0341796875
1584853136;927782;1584853136;927805;1584853136;925507;0.0322265625
1584853137;29670;1584853137;29692;1584853137;25705;0.03125
1584853137;132499;1584853137;132521;1584853137;125828;0.0322265625
1584853137;225811;1584853137;225834;1584853137;225479;0.0322265625
1584853137;328769;1584853137;328793;1584853137;325724;0.0322265625
1584853137;426126;1584853137;426148;1584853137;425840;0.03125
1584853137;527561;1584853137;527583;1584853137;525485;0.03125
1584853137;629846;1584853137;629869;1584853137;625891;0.0322265625
1584853137;732033;1584853137;732056;1584853137;725846;0.0322265625
1584853137;826377;1584853137;826462;1584853137;825489;0.03125
1584853137;929090;1584853137;929113;1584853137;925904;0.03125
1584853138;30110;1584853138;30133;1584853138;25828;0.0361328125
1584853138;125728;1584853138;125809;1584853138;125527;0.0419921875
1584853138;225889;1584853138;225970;1584853138;225702;0.0439453125
1584853138;327630;1584853138;327652;1584853138;325845;0.0478515625
1584853138;428754;1584853138;428776;1584853138;425501;0.0576171875
1584853138;536485;1584853138;536526;1584853138;525912;0.0615234375
1584853138;632666;1584853138;632689;1584853138;625846;0.0634765625
1584853138;726085;1584853138;726108;1584853138;725482;0.0673828125
1584853138;829778;1584853138;829801;1584853138;825950;0.0751953125
1584853138;930796;1584853138;930819;1584853138;925845;0.076171875
1584853139;27581;1584853139;27603;1584853139;25482;0.076171875
1584853139;126092;1584853139;126174;1584853139;125903;0.08203125
1584853139;225893;1584853139;225915;1584853139;225848;0.0947265625
1584853139;326849;1584853139;326873;1584853139;325517;0.103515625
1584853139;426325;1584853139;426349;1584853139;425915;0.1083984375
1584853139;526673;1584853139;526701;1584853139;525863;0.1181640625
1584853139;628746;1584853139;628769;1584853139;625489;0.126953125
1584853139;728689;1584853139;728709;1584853139;725939;0.1337890625
1584853139;835522;1584853139;835560;1584853139;825861;0.134765625
1584853139;936978;1584853139;937002;1584853139;925519;0.134765625
1584853140;26156;1584853140;26179;1584853140;25890;0.134765625
1584853140;131108;1584853140;131131;1584853140;125855;0.134765625
1584853140;227807;1584853140;227830;1584853140;225517;0.134765625
1584853140;326454;1584853140;326476;1584853140;325934;0.1328125
1584853140;426073;1584853140;426154;1584853140;425874;0.1162109375
1584853140;525896;1584853140;525919;1584853140;525525;0.0869140625
1584853140;627488;1584853140;627619;1584853140;625901;0.07421875
1584853140;727678;1584853140;727699;1584853140;725867;0.060546875
1584853140;825936;1584853140;825955;1584853140;825510;0.0546875
1584853140;926082;1584853140;926131;1584853140;925937;0.0498046875
1584853141;28580;1584853141;28619;1584853141;25862;0.0458984375
1584853141;130047;1584853141;130086;1584853141;125534;0.044921875
1584853141;240774;1584853141;240798;1584853141;225935;0.041015625
1584853141;330220;1584853141;330248;1584853141;325874;0.0390625
1584853141;427078;1584853141;427127;1584853141;425525;0.0361328125
1584853141;530237;1584853141;530277;1584853141;525917;0.0322265625
1584853141;627564;1584853141;627586;1584853141;625863;0.0244140625
1584853141;737847;1584853141;737920;1584853141;725555;0.01171875
1584853141;837794;1584853141;837817;1584853141;825728;-0.0009765625
1584853141;930786;1584853141;930809;1584853141;925884;-0.0078125
1584853142;29118;1584853142;29155;1584853142;25519;-0.0205078125
1584853142;131306;1584853142;131329;1584853142;125956;-0.041015625
1584853142;226223;1584853142;226245;1584853142;225895;-0.0732421875
1584853142;327970;1584853142;327993;1584853142;325537;-0.1083984375
1584853142;436975;1584853142;437014;1584853142;425953;-0.1298828125
1584853142;532189;1584853142;532212;1584853142;525881;-0.1591796875
1584853142;626166;1584853142;626189;1584853142;625523;-0.201171875
1584853142;726292;1584853142;726315;1584853142;725936;-0.2451171875
1584853142;830445;1584853142;830467;1584853142;825881;-0.3095703125
1584853142;992246;1584853142;992276;1584853142;925554;-0.3681640625
1584853143;55803;1584853143;55864;1584853143;46128;-0.4228515625
1584853143;147082;1584853143;147106;1584853143;145795;-0.44140625
1584853143;247854;1584853143;247889;1584853143;246007;-0.443359375
1584853143;347630;1584853143;347670;1584853143;346132;-0.44921875
1584853143;447749;1584853143;447772;1584853143;445804;-0.4638671875
1584853143;546982;1584853143;547004;1584853143;545966;-0.4892578125
1584853143;646513;1584853143;646537;1584853143;646150;-0.5029296875
1584853143;746239;1584853143;746319;1584853143;745801;-0.521484375
1584853143;848492;1584853143;848672;1584853143;845972;-0.5673828125
1584853143;946519;1584853143;946542;1584853143;946148;-0.6298828125
1584853144;46989;1584853144;47055;1584853144;45838;-0.689453125
1584853144;146674;1584853144;146765;1584853144;145995;-0.748046875
1584853144;249743;1584853144;249832;1584853144;246155;-0.8046875
1584853144;348029;1584853144;348077;1584853144;345806;-0.8603515625
1584853144;446424;1584853144;446447;1584853144;446000;-0.921875
1584853144;546472;1584853144;546495;1584853144;546162;-0.9755859375
1584853144;647083;1584853144;647123;1584853144;645818;-1.0126953125
1584853144;748093;1584853144;748300;1584853144;745993;-1.0654296875
1584853144;846567;1584853144;846705;1584853144;846155;-1.1455078125
1584853144;947069;1584853144;947101;1584853144;945817;-1.2265625
1584853145;47725;1584853145;47750;1584853145;45983;-1.298828125
1584853145;147649;1584853145;147689;1584853145;146152;-1.3447265625
1584853145;246635;1584853145;246663;1584853145;245871;-1.365234375
1584853145;347956;1584853145;347991;1584853145;346009;-1.3642578125
1584853145;447521;1584853145;447561;1584853145;446166;-1.365234375
1584853145;547587;1584853145;547635;1584853145;545831;-1.365234375
1584853145;646699;1584853145;646829;1584853145;646019;-1.365234375
1584853145;746769;1584853145;746795;1584853145;746166;-1.365234375
1584853145;847175;1584853145;847213;1584853145;845822;-1.3642578125
1584853145;949499;1584853145;949619;1584853145;946009;-1.365234375
1584853146;46584;1584853146;46678;1584853146;46170;-1.365234375
1584853146;147040;1584853146;147070;1584853146;145820;-1.345703125
1584853146;249536;1584853146;249660;1584853146;246001;-1.3046875
1584853146;348290;1584853146;348397;1584853146;346174;-1.2451171875
1584853146;446830;1584853146;446885;1584853146;445881;-1.16796875
1584853146;548560;1584853146;548592;1584853146;546022;-1.0810546875
1584853146;647505;1584853146;647527;1584853146;646174;-0.998046875
1584853146;748334;1584853146;748375;1584853146;745822;-0.921875
1584853146;847079;1584853146;847107;1584853146;846010;-0.8291015625
1584853146;946450;1584853146;946632;1584853146;946192;-0.7119140625
1584853147;46123;1584853147;46146;1584853147;45840;-0.5595703125
1584853147;147693;1584853147;147717;1584853147;146000;-0.3798828125
1584853147;246476;1584853147;246499;1584853147;246181;-0.1875
1584853147;347070;1584853147;347157;1584853147;345845;-0.0087890625
1584853147;446698;1584853147;446783;1584853147;446020;0.166015625
1584853147;547540;1584853147;547630;1584853147;546167;0.3408203125
1584853147;646215;1584853147;646267;1584853147;645843;0.521484375
1584853147;748049;1584853147;748087;1584853147;746004;0.71484375
1584853147;846477;1584853147;846499;1584853147;846170;0.9482421875
1584853147;947188;1584853147;947226;1584853147;945839;1.224609375
1584853148;46568;1584853148;46640;1584853148;46057;1.5126953125
1584853148;146499;1584853148;146523;1584853148;146175;1.7861328125
1584853148;246258;1584853148;246338;1584853148;245827;2.033203125
1584853148;351299;1584853148;351410;1584853148;346036;2.2431640625
1584853148;446998;1584853148;447020;1584853148;446189;2.4072265625
1584853148;547124;1584853148;547158;1584853148;545849;2.533203125
1584853148;646648;1584853148;646674;1584853148;646017;2.6328125
1584853148;747550;1584853148;747573;1584853148;746186;2.728515625
1584853148;846183;1584853148;846207;1584853148;845868;2.8310546875
1584853148;947793;1584853148;947829;1584853148;946036;2.9501953125
1584853149;46526;1584853149;46548;1584853149;46186;3.0771484375
1584853149;147205;1584853149;147243;1584853149;145849;3.2255859375
1584853149;246368;1584853149;246391;1584853149;246053;3.3603515625
1584853149;346450;1584853149;346473;1584853149;346185;3.45703125
1584853149;446715;1584853149;446742;1584853149;445874;3.55078125
1584853149;547420;1584853149;547514;1584853149;546038;3.6240234375
1584853149;646570;1584853149;646592;1584853149;646198;3.685546875
1584853149;749572;1584853149;749605;1584853149;745860;3.7353515625
1584853149;847418;1584853149;847513;1584853149;846047;3.7666015625
1584853149;960880;1584853149;960912;1584853149;946207;3.7705078125
1584853150;47484;1584853150;47522;1584853150;45871;3.7724609375
1584853150;146944;1584853150;147024;1584853150;146044;3.798828125
1584853150;246857;1584853150;246939;1584853150;246198;3.8291015625
1584853150;347348;1584853150;347371;1584853150;345866;3.841796875
1584853150;450558;1584853150;450581;1584853150;446081;3.841796875
1584853150;548035;1584853150;548057;1584853150;546203;3.841796875
1584853150;647008;1584853150;647040;1584853150;645860;3.841796875
1584853150;747385;1584853150;747408;1584853150;746087;3.841796875
1584853150;847542;1584853150;847565;1584853150;846203;3.841796875
1584853150;946210;1584853150;946232;1584853150;945874;3.841796875
1584853151;46879;1584853151;46907;1584853151;46056;3.841796875
1584853151;147493;1584853151;147533;1584853151;146210;3.841796875
1584853151;247424;1584853151;247448;1584853151;245912;3.841796875
1584853151;347234;1584853151;347324;1584853151;346081;3.841796875
1584853151;446819;1584853151;446845;1584853151;446213;3.841796875
1584853151;547191;1584853151;547229;1584853151;545881;3.8369140625
1584853151;647310;1584853151;647332;1584853151;646049;3.8388671875
1584853151;746638;1584853151;746718;1584853151;746216;3.8779296875
1584853151;846985;1584853151;847016;1584853151;845899;3.9248046875
1584853151;947867;1584853151;947911;1584853151;946085;3.9521484375
1584853152;47539;1584853152;47561;1584853152;46217;3.9541015625
1584853152;146511;1584853152;146535;1584853152;145895;3.955078125
1584853152;247310;1584853152;247342;1584853152;246065;3.955078125
1584853152;347593;1584853152;347697;1584853152;346232;3.955078125
1584853152;447685;1584853152;447707;1584853152;445956;3.955078125
1584853152;547356;1584853152;547385;1584853152;546094;3.955078125
1584853152;646547;1584853152;646569;1584853152;646241;3.955078125
1584853152;746437;1584853152;746460;1584853152;745894;3.955078125
1584853152;848102;1584853152;848142;1584853152;846101;3.921875
1584853152;946752;1584853152;946778;1584853152;946239;3.82421875
1584853153;46751;1584853153;46786;1584853153;45891;3.6708984375
1584853153;146836;1584853153;146860;1584853153;146080;3.4580078125
1584853153;247583;1584853153;247607;1584853153;246236;3.189453125
1584853153;348202;1584853153;348279;1584853153;345905;2.884765625
1584853153;446927;1584853153;446950;1584853153;446084;2.5888671875
1584853153;546536;1584853153;546559;1584853153;546231;2.3369140625
1584853153;646731;1584853153;646754;1584853153;645927;2.16015625
1584853153;747560;1584853153;747584;1584853153;746088;2.09375
1584853153;848592;1584853153;848615;1584853153;846245;2.05859375
1584853153;946580;1584853153;946756;1584853153;945924;2.0009765625
1584853154;47816;1584853154;47886;1584853154;46084;1.8798828125
1584853154;146324;1584853154;146346;1584853154;146016;1.6826171875
1584853154;247085;1584853154;247107;1584853154;245908;1.41015625
1584853154;347677;1584853154;347784;1584853154;346078;1.076171875
1584853154;446807;1584853154;446830;1584853154;446242;0.7392578125
1584853154;547127;1584853154;547159;1584853154;545924;0.4111328125
1584853154;646500;1584853154;646524;1584853154;646080;0.0732421875
1584853154;746378;1584853154;746399;1584853154;746243;-0.2509765625
1584853154;846292;1584853154;846313;1584853154;845925;-0.5341796875
1584853154;946236;1584853154;946256;1584853154;946123;-0.7568359375
1584853155;46336;1584853155;46357;1584853155;46255;-0.904296875
1584853155;145970;1584853155;145990;1584853155;145929;-0.998046875
1584853155;251776;1584853155;251800;1584853155;246118;-1.0712890625
1584853155;347572;1584853155;347594;1584853155;346252;-1.142578125
1584853155;446996;1584853155;447023;1584853155;445929;-1.1962890625
1584853155;547438;1584853155;547461;1584853155;546111;-1.23828125
1584853155;646399;1584853155;646423;1584853155;646264;-1.2783203125
1584853155;746277;1584853155;746297;1584853155;745913;-1.3046875
1584853155;847951;1584853155;848068;1584853155;846087;-1.3271484375
1584853155;947355;1584853155;947378;1584853155;946026;-1.33203125
1584853156;47300;1584853156;47334;1584853156;45949;-1.33203125
1584853156;146591;1584853156;146648;1584853156;146081;-1.33203125
1584853156;247362;1584853156;247385;1584853156;246036;-1.33203125
1584853156;348355;1584853156;348377;1584853156;345923;-1.33203125
1584853156;446803;1584853156;446892;1584853156;446127;-1.3310546875
1584853156;546351;1584853156;546374;1584853156;546042;-1.298828125
1584853156;649091;1584853156;649114;1584853156;645904;-1.2431640625
1584853156;750790;1584853156;750829;1584853156;746097;-1.1611328125
1584853156;846615;1584853156;846639;1584853156;846279;-1.0654296875
1584853156;946945;1584853156;946969;1584853156;945918;-0.9541015625
1584853157;47360;1584853157;47392;1584853157;46096;-0.826171875
1584853157;148949;1584853157;148973;1584853157;146054;-0.6767578125
1584853157;247512;1584853157;247551;1584853157;245929;-0.5205078125
1584853157;347247;1584853157;347410;1584853157;346118;-0.3828125
1584853157;446819;1584853157;446845;1584853157;446276;-0.2763671875
1584853157;546241;1584853157;546265;1584853157;545901;-0.1884765625
1584853157;650856;1584853157;650879;1584853157;646121;-0.125
1584853157;746450;1584853157;746473;1584853157;746060;-0.087890625
1584853157;910582;1584853157;910605;1584853157;886074;-0.05078125
1584853158;7379;1584853158;7402;1584853158;5669;-0.0458984375
1584853158;108460;1584853158;108483;1584853158;106061;-0.0283203125
1584853158;206256;1584853158;206282;1584853158;205842;0.0146484375
1584853158;307898;1584853158;307940;1584853158;305652;0.05859375
1584853158;407790;1584853158;407812;1584853158;406038;0.0888671875
1584853158;506220;1584853158;506243;1584853158;505837;0.109375
1584853158;606889;1584853158;606919;1584853158;605705;0.1162109375
1584853158;706253;1584853158;706333;1584853158;706058;0.1162109375
1584853158;809214;1584853158;809254;1584853158;805855;0.1171875
1584853158;906902;1584853158;906934;1584853158;905656;0.1162109375
1584853159;7413;1584853159;7436;1584853159;6061;0.1162109375
1584853159;106228;1584853159;106256;1584853159;105839;0.1201171875
1584853159;206836;1584853159;206859;1584853159;205660;0.1220703125
